,title,book_id,publication_year,ratings_count,language_code,average_rating,economics,politics,sociology,society,political-science,government,history,philosophy,theory
14182,Beowulf: The Monsters and the Critics,793717,1975.0,124,,3.88,0,0,0,0,0,0,1,1,0
14184,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,18624232,2009.0,2220,eng,4.05,0,0,0,0,0,0,0,1,0
14196,Marriage and Love,51703,2000.0,170,,3.99,0,1,0,0,0,0,0,1,0
14225,Still Counting the Dead,16027978,2012.0,136,,4.27,0,1,0,0,0,0,1,0,0
14232,"AD 381: Heretics, Pagans and the Dawn of the Monotheistic State",6101002,,167,,3.84,0,0,0,0,0,0,1,0,0
14233,Strangers from a Different Shore: A History of Asian Americans,41304,1998.0,774,en-US,4.09,0,0,1,0,0,0,1,0,0
14252,Mind Set!: Reset Your Thinking and See the Future,40754,,188,,3.41,1,0,0,0,0,0,0,1,0
14281,"Time and Narrative, Volume 2",403508,1990.0,107,,4.17,0,0,0,0,0,0,0,1,1
14298,Nothing If Not Critical: Selected Essays on Art and Artists,306099,1992.0,709,,3.98,0,0,0,0,0,0,1,0,1
14303,God's Battalions: The Case for the Crusades,6072451,2009.0,663,eng,4.05,0,0,0,0,0,0,1,0,0
14304,"God's War on Terror: Islam, Prophecy and the Bible",6072450,2008.0,173,,4.32,0,0,0,0,0,0,1,0,0
14357,Unreasonable Behaviour: An Autobiography,308473,2002.0,232,,4.38,0,0,0,0,0,0,1,0,0
14371,Jefferson and Monticello: The Biography of a Builder,875542,1990.0,183,,3.9,0,0,0,0,0,0,1,0,0
14380,Forensics: The Anatomy of Crime,23347951,,247,eng,4.02,0,0,0,0,0,0,1,0,0
14385,Hannibal,371302,2000.0,132,en-GB,4.01,0,0,0,0,0,0,1,0,0
14396,Empires of the Silk Road: A History of Central Eurasia from the Bronze Age to the Present,4308027,2009.0,253,,3.5,0,0,0,0,0,0,1,0,0
14413,Translation Nation: Defining a New American Identity in the Spanish-Speaking United States,145913,2006.0,198,,3.72,0,0,1,0,0,0,1,0,0
14434,The Book of Matt: Hidden Truths About the Murder of Matthew Shepard,17262506,2013.0,473,,3.55,0,1,0,0,0,0,1,0,0
14450,Dark Tide: The Great Boston Molasses Flood of 1919,559887,2004.0,2366,en-US,3.92,0,0,0,0,0,0,1,0,0
14461,The 100: A Ranking of the Most Influential Persons in History,108449,2000.0,1972,eng,4.0,0,0,0,0,0,0,1,0,0
14497,Taliesin: The Last Celtic Shaman,73905,2002.0,142,en-US,4.1,0,0,0,0,0,0,1,0,0
14499,The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship,73909,,317,,3.87,0,0,0,0,0,0,1,0,0
14500,The Complete Illustrated Book of Yoga,1199024,1995.0,173,eng,4.21,0,0,0,0,0,0,0,1,0
14501,"The Iraq War: The Military Offensive, from Victory in 21 Days to the Insurgent Aftermath",55201,2005.0,271,,3.34,0,0,0,0,0,0,1,0,0
14527,City on Fire: The Forgotten Disaster That Devastated a Town and Ignited a Landmark Legal Battle,503008,2003.0,123,,4.1,0,0,0,0,0,0,1,0,0
14545,The Zen Path Through Depression,238849,2000.0,186,,3.73,0,0,0,0,0,0,0,1,0
14546,Zen and the Brain,238846,1999.0,390,,4.07,0,0,0,0,0,0,0,1,0
14547,Not Always So: Practicing the True Spirit of Zen,238843,2009.0,1546,,4.29,0,0,0,0,0,0,0,1,0
14599,Cider With Roadies,765769,2005.0,902,,3.9,0,0,0,0,0,0,1,0,0
14605,"The Wilderness of Ruin: A Tale of Madness, Fire, and the Hunt for America's Youngest Serial Killer",25158542,,127,,2.88,0,0,0,0,0,0,1,0,0
14611,Tropical Truth: A Story of Music and Revolution in Brazil,479566,2003.0,249,eng,3.89,0,1,0,0,0,0,1,0,0
14615,The Conscious Mind: In Search of a Fundamental Theory,144960,1997.0,1641,en-US,3.97,0,0,0,0,0,0,0,1,0
14653,Music and the Mind,928838,1993.0,488,,3.8,0,0,0,0,0,0,0,1,0
14671,The Rise of Superman: Decoding the Science of Ultimate Human Performance,20528604,,438,,3.88,0,0,0,0,0,0,0,1,0
14685,The Wolfman and Other Cases,556673,2003.0,220,,3.71,0,0,0,0,0,0,0,1,0
14733,Conquistadors,1703125,2003.0,224,,3.8,0,0,0,0,0,0,1,0,0
14741,Old Gods Almost Dead: The 40-Year Odyssey of the Rolling Stones,304430,2002.0,361,,3.94,0,0,0,0,0,0,1,0,0
14752,A First Course in String Theory,17360,2004.0,143,,4.19,0,0,0,0,0,0,0,0,1
14754,Black Holes & Time Warps: Einstein's Outrageous Legacy,17362,1995.0,8066,eng,4.16,0,0,0,0,0,0,1,0,0
14760,Cognition in the Wild (Bradford Books),357312,1996.0,137,eng,4.22,0,0,0,0,0,0,0,1,0
14796,It Takes a Village: And Other Lessons Children Teach Us,88631,,1894,en-US,3.58,0,1,1,0,0,0,0,0,0
14797,Martin Luther's Ninety-Five Theses,178747,2005.0,1168,eng,3.86,0,0,0,0,0,0,1,1,0
14819,Black in Latin America,11346381,2011.0,138,eng,4.19,0,0,0,0,0,0,1,0,0
14825,Tears We Cannot Stop: A Sermon to White America,31421117,2017.0,2498,eng,4.34,0,1,0,0,0,0,1,0,0
14841,"Architecture: World's Greatest Buildings, Styles and History, Architects",1519815,2006.0,104,,4.17,0,0,0,0,0,0,1,0,0
14844,In Praise of Slowness: Challenging the Cult of Speed,26096,2005.0,2029,,3.69,0,0,1,0,0,0,0,1,0
14847,Looking for Anne of Green Gables: The Story of L. M. Montgomery and Her Literary Classic,2452583,2008.0,616,,3.58,0,0,0,0,0,0,1,0,0
14850,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,18691058,2014.0,3607,eng,4.19,0,0,0,0,0,0,1,0,0
14855,Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,534937,,115,en-US,4.07,0,0,0,0,0,0,1,0,0
14868,Be Love Now: The Path of the Heart,8679914,,586,,4.21,0,0,0,0,0,0,0,1,0
14872,"Nella Last's Peace: The Post-War Diaries Of Housewife, 49",3368725,2008.0,336,eng,4.2,0,0,0,0,0,0,1,0,0
14874,Who Was Albert Einstein?,142271,2002.0,1424,,4.17,0,0,0,0,0,0,1,0,0
14895,"The Consummation (Unexpected Circumstances, #3)",30321015,2016.0,429,eng,3.94,0,0,0,0,0,0,1,0,0
14904,"Westminster Confession Of Faith w/ Catechisms (1646-7) (and the Larger and Shorter Catechisms, Directories for Public and Private Worship, Form of Presbyterial Church Government, the Sum of Saving Knowledge)",6463822,1983.0,1150,eng,4.5,0,0,0,0,0,0,1,0,0
14910,Beautiful Minds: The Parallel Lives of Great Apes and Dolphins,2314788,2008.0,114,,3.71,0,0,0,0,0,0,1,0,0
14921,The Practice of the Presence of God,8223483,,131,,4.31,0,0,0,0,0,0,1,1,0
14926,Living the Wisdom of the Tao,2921693,2008.0,210,,4.24,0,0,0,0,0,0,0,1,0
14944,Shock Troops: Canadians Fighting the Great War 1917-1918 Volume 2,4989008,2008.0,125,eng,4.55,0,0,0,0,0,0,1,0,0
14950,City of Fortune: How Venice Ruled the Seas,11698819,2012.0,162,,4.08,0,0,0,0,0,0,1,0,0
14960,The Everything Store: Jeff Bezos and the Age of Amazon,18733806,,870,,4.07,1,0,0,0,0,0,1,0,0
14961,A History of π,586616,1976.0,2028,eng,3.9,0,0,0,0,0,0,1,0,0
14971,"Cult Insanity: A Memoir of Polygamy, Prophets, and Blood Atonement",6114317,,891,en-US,3.65,0,0,0,0,0,0,1,0,0
14991,"In the Shadow of Liberty: The Hidden History of Slavery, Four Presidents, and Five Black Lives",27414451,2016.0,386,eng,4.1,0,0,0,0,0,0,1,0,0
14996,Paris: After the Liberation 1944-1949,42662,2004.0,430,eng,3.8,0,0,0,0,0,0,1,0,0
14997,The Fall of Berlin 1945,42661,2003.0,8605,eng,4.27,0,0,0,0,0,0,1,0,0
14998,The Battle for Spain: The Spanish Civil War 1936-1939,42660,2006.0,2733,,3.88,0,0,0,0,0,0,1,0,0
15002,Voices from the Titanic: The Epic Story of the Tragedy from the People Who Were There,13375209,,157,,3.84,0,0,0,0,0,0,1,0,0
15006,My Life on the Road,15451058,2015.0,16760,eng,4.08,0,1,0,0,0,0,1,0,0
15016,"Ashes to Ashes: America's Hundred-Year Cigarette War, the Public Health, and the Unabashed Triumph of Philip Morris",335451,1997.0,168,eng,3.86,0,1,0,0,0,0,1,0,0
15017,"Proverbs of Ashes: Violence, Redemptive Suffering, and the Search For What Saves Us",335453,2002.0,302,en-US,4.34,0,0,0,0,0,0,0,1,0
15030,Stuffocation,18865910,2013.0,1068,eng,3.48,1,0,0,1,0,0,0,0,0
15032,The Beatles: Unseen Archives,35611,2002.0,432,eng,4.05,0,0,0,0,0,0,1,0,0
15043,Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,27243,1997.0,282,en-US,4.23,0,0,0,0,0,0,0,1,0
15051,"Thank You For Arguing, Revised and Updated Edition: What Aristotle, Lincoln, And Homer Simpson Can Teach Us About the Art of Persuasion",18936707,,143,eng,3.74,0,1,1,0,0,0,0,0,0
15056,The Somme: The Darkest Hour on the Western Front,5734125,,635,,3.95,0,0,0,0,0,0,1,0,0
15063,"The Four Desires: Creating a Life of Purpose, Happiness, Prosperity, and Freedom",11011459,2011.0,263,,4.08,0,0,0,0,0,0,0,1,0
15084,Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,52855,2005.0,1707,en-US,4.14,0,0,0,0,0,0,1,0,0
15092,NeuroTribes: The Legacy of Autism and How to Think Smarter About People Who Think Differently,26173281,2015.0,135,eng,4.29,0,0,1,0,0,0,1,0,0
15100,Acts of Resistance: Against the Tyranny of the Market,643584,1999.0,130,eng,3.83,0,1,1,0,0,0,0,0,0
15109,"Positively 4th Street: The Lives and Times of Joan Baez, Bob Dylan, Mimi Baez Fariña, and Richard Fariña",253698,2002.0,2531,,3.89,0,0,0,0,0,0,1,0,0
15115,The Meat Racket: The Secret Takeover of America’s Food Business,18211204,2014.0,372,eng,4.0,0,1,0,0,0,0,1,0,0
15182,Strange Angel: The Otherworldly Life of Rocket Scientist John Whiteside Parsons,677288,2006.0,463,,4.0,0,0,0,0,0,0,1,0,0
15188,Who Was Anne Frank?,43073,,1307,,4.24,0,0,0,0,0,0,1,0,0
15189,A Picture Book of Anne Frank,43072,1993.0,171,en-US,4.16,0,0,0,0,0,0,1,0,0
15216,The Vital Question: Why is life the way it is?,25409675,,126,,4.14,0,0,0,0,0,0,1,1,0
15247,Nonviolence: The History of a Dangerous Idea,1626046,2008.0,145,eng,4.0,0,0,0,0,0,0,1,1,0
15280,The Cake and the Rain,31451257,2017.0,103,eng,3.43,0,0,0,0,0,0,1,0,0
15284,"Incendiary: The Psychiatrist, the Mad Bomber and the Invention of Criminal Profiling",31451258,2017.0,294,eng,3.92,0,0,0,0,0,0,1,0,0
15291,Washington's Crossing,1206073,2004.0,10682,eng,4.11,0,0,0,0,0,0,1,0,0
15305,Let There Be Water: Israel’s Solution for a Water-Starved World,23848393,2015.0,226,eng,4.14,0,1,0,0,0,0,1,0,0
15306,American Icon: Alan Mulally and the Fight to Save Ford Motor Company,18670740,,455,,4.41,1,0,0,0,0,0,1,0,0
15316,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,15075,1991.0,426,en-US,4.07,0,0,0,0,0,0,1,0,0
15336,Living History,56073,2004.0,24357,eng,3.75,0,1,0,0,0,0,1,0,0
15354,Orr: My Story,17159989,2013.0,1733,,3.84,0,0,0,0,0,0,1,0,0
15380,Bad Indians: A Tribal Memoir,15894219,2012.0,213,,4.19,0,0,0,0,0,0,1,0,0
15399,You Wouldn't Want to Be a Pyramid Builder!: A Hazardous Job You'd Rather Not Have,923718,2004.0,158,eng,4.11,0,0,0,0,0,0,1,0,0
15402,Why Do People Hate America?,251496,2005.0,318,,3.35,0,1,0,0,0,0,1,0,0
15405,The Greatest: My Own Story,2021768,,296,eng,4.2,0,0,0,0,0,0,1,0,0
15409,A Time for Trumpets: The Untold Story of the Battle of the Bulge,182138,1997.0,770,en-US,4.13,0,0,0,0,0,0,1,0,0
15416,"Flat Earth News: An Award-Winning Reporter Exposes Falsehood, Distortion and Propaganda in the Global Media",5775775,2009.0,274,eng,4.15,0,1,0,1,0,0,0,0,0
15417,"The Good, the Bad, and the Barbie: A Doll's History and Her Impact on Us",8546532,2010.0,866,,3.64,0,0,0,0,0,0,1,0,0
15435,The Lonely War,22998201,2014.0,185,eng,4.21,0,1,0,0,0,0,1,0,0
15473,John F. Kennedy: A Biography,4423,,166,,3.98,0,0,0,0,0,0,1,0,0
15478,The 23rd Psalm: A Holocaust Memoir,549227,2004.0,138,,4.48,0,0,0,0,0,0,1,0,0
15479,The Blue Zones: Lessons for Living Longer From the People Who've Lived the Longest,6062907,,197,,3.93,0,0,0,0,0,0,1,0,0
15563,The Purity Myth: How America's Obsession with Virginity Is Hurting Young Women,6022046,,183,en-US,4.07,0,1,1,0,0,0,0,0,0
15566,The Principia: Mathematical Principles of Natural Philosophy,231083,1999.0,3579,,4.2,0,0,0,0,0,0,1,1,0
15579,Ancient Egypt,263817,,256,,4.05,0,0,0,0,0,0,1,0,0
15583,Raids On The Unspeakable,289452,1994.0,129,,4.23,0,0,0,0,0,0,0,1,0
15588,Extreme Money: Masters of the Universe and the Cult of Risk,11165290,2011.0,231,,3.61,1,0,0,0,0,0,1,0,0
15597,Writing Down the Bones: Freeing the Writer Within,952931,2005.0,629,eng,4.18,0,0,0,0,0,0,0,1,0
15600,"The Distraction Addiction: Getting the Information You Need and the Communication You Want, Without Enraging Your Family, Annoying Your Colleagues, and Destroying Your Soul",16131064,2013.0,326,,3.51,0,0,1,0,0,0,0,1,0
15618,Believer: My Forty Years in Politics,22571634,2015.0,1284,,4.16,0,1,0,0,0,0,1,0,0
15637,Faith Versus Fact: Why Science and Religion are Incompatible,23281637,2015.0,737,,4.12,0,0,0,0,0,0,0,1,0
15651,Born To Win: Transactional Analysis With Gestalt Experiments,626933,1996.0,460,,4.03,0,0,0,0,0,0,0,1,0
15676,The Quest for a Moral Compass,21185732,,149,eng,4.11,0,0,0,0,0,0,1,1,0
15789,Fault Lines: How Hidden Fractures Still Threaten the World Economy,7184066,2010.0,3192,en-US,4.09,1,1,0,0,0,0,0,0,0
15792,Enhanced Interrogation: Inside the Minds and Motives of the Islamic Terrorists Trying to Destroy America,28503844,2016.0,162,,4.2,0,1,0,0,0,0,1,0,0
15826,Bringing Nature Home: How You Can Sustain Wildlife with Native Plants,6520486,2009.0,207,,4.42,0,0,0,0,0,0,1,0,0
15829,"Victorian America: Transformations in Everyday Life, 1876-1915",838177,1992.0,163,eng,3.77,0,0,0,0,0,0,1,0,0
15830,Experience and Nature,401157,,149,,4.21,0,0,0,0,0,0,0,1,0
15853,Joan of Arc: The Image of Female Heroism,314207,1999.0,117,,3.81,0,0,0,0,0,0,1,0,0
15856,My Promised Land: The Triumph and Tragedy of Israel,15798334,2013.0,4226,eng,4.22,0,1,0,0,0,0,1,0,0
15857,"Scatter, Adapt, and Remember: How Humans Will Survive a Mass Extinction",15798335,2013.0,1049,eng,3.49,0,0,1,0,0,0,1,0,0
15858,A Spoonful of Sugar: A Nanny's Story,15798336,2013.0,578,,3.78,0,0,0,0,0,0,1,0,0
15872,The Born Again Skeptic's Guide To The Bible,295793,,106,,4.03,0,0,0,0,0,0,0,1,0
15887,Prisoners of Geography: Ten Maps That Tell You Everything You Need To Know About Global Politics,25874847,,1061,,4.25,0,1,0,0,0,0,1,0,0
15900,The Toaster Project: Or a Heroic Attempt to Build a Simple Electric Appliance from Scratch,11467066,2011.0,645,,3.79,1,0,0,0,0,0,0,1,0
15919,One Hundred and Four Horses,18250788,2013.0,163,en-GB,3.98,0,0,0,0,0,0,1,0,0
15929,Frederick the Great: King of Prussia,25640992,2015.0,134,eng,3.92,0,0,0,0,0,0,1,0,0
15935,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",2368,,18851,eng,4.1,0,0,0,0,0,0,1,0,0
15936,Brave Companions,2367,1992.0,2557,eng,3.97,0,0,0,0,0,0,1,0,0
15990,Be Like Water: Practical Wisdom from the Martial Arts,168594,2003.0,136,,3.92,0,0,0,0,0,0,0,1,0
15999,Out of Our Minds: Learning to Be Creative,77503,2001.0,2302,eng,3.93,0,0,0,0,0,0,1,1,0
16027,Film Noir Reader,1213111,2004.0,264,en-US,3.94,0,0,0,0,0,0,0,0,1
16042,A Paper Life,621184,2005.0,2577,en-US,3.61,0,0,0,0,0,0,1,0,0
16069,"The Quiet World: Saving Alaska's Wilderness Kingdom, 1879-1960",9557722,,134,,4.07,0,0,0,0,0,0,1,0,0
16077,"The Six SIGMA Way: How GE, Motorola, and Other Top Companies Are Honing Their Performance",281996,2000.0,370,,3.59,1,0,0,0,0,0,0,0,0
16081,29 Gifts: How a Month of Giving Can Change Your Life,6584140,2009.0,2103,,3.62,0,0,0,0,0,0,0,1,0
16089,The Incredible Shrinking Son of Man: How Reliable is the Gospel Tradition?,365593,2003.0,271,eng,4.14,0,0,0,0,0,0,1,0,0
16099,Bomb: The Race to Build--and Steal--the World's Most Dangerous Weapon (Newbery Honor Book),18848145,,272,,4.12,0,0,0,0,0,0,1,0,0
16110,History on Trial: My Day in Court with a Holocaust Denier,252116,2006.0,498,,4.2,0,1,0,0,0,0,1,0,0
16126,The Book of Joy: Lasting Happiness in a Changing World,32110458,,863,eng,4.34,0,0,0,0,0,0,0,1,0
16148,My Dearest Friend: Letters of Abigail and John Adams,436582,2007.0,1512,eng,4.17,0,0,0,0,0,0,1,0,0
16150,Pig on the Titanic: A True Story!,1681422,2005.0,117,,3.8,0,0,0,0,0,0,1,0,0
16174,Pushed: The Painful Truth About Childbirth and Modern Maternity Care,3267321,2008.0,195,,4.22,0,1,1,0,0,0,0,0,0
16188,Cupcakes And Kalashnikovs,916242,2005.0,146,en-GB,3.93,0,0,0,0,0,0,1,0,0
16194,In Flanders Fields: The 1917 Campaign,2285076,,201,eng,4.02,0,0,0,0,0,0,1,0,0
16208,What Are You Looking At?: 150 Years of Modern Art in a Nutshell,15929764,2012.0,1468,eng,4.18,0,0,0,0,0,0,1,0,0
16239,Alexander to Actium: The Historical Evolution of the Hellenistic Age,720272,1993.0,147,,4.42,0,0,0,0,0,0,1,0,0
16250,Simple Rules: How to Thrive in a Complex World,24894793,,150,,3.6,1,0,0,0,0,0,0,1,0
16255,"Unlocking the Mysteries of Birth  Death: . . . And Everything in Between, A Buddhist View Life",811575,2004.0,314,,4.55,0,0,0,0,0,0,0,1,0
16261,The Sinking of the Titanic and Great Sea Disasters,11062850,2011.0,116,en-US,3.63,0,0,0,0,0,0,1,0,0
16290,"Shady Characters: The Secret Life of Punctuation, Symbols & Other Typographical Marks",17573647,2013.0,709,eng,3.94,0,0,0,0,0,0,1,0,0
16315,"Witches, Sluts, Feminists: Conjuring the Sex Positive",33313780,2017.0,164,,4.11,0,0,0,0,0,0,1,0,0
16319,Terrorism and Communism: A Reply to Karl Kautsky,1769648,2007.0,249,,3.76,0,1,0,0,0,0,1,0,0
16330,The Sports Gene: Inside the Science of Extraordinary Athletic Performance,16171221,2013.0,5902,en-GB,4.15,0,0,0,0,0,0,1,0,0
16336,"Flower Confidential: The Good, the Bad, and the Beautiful in the Business of Flowers",62081,,923,eng,3.92,1,0,0,0,0,0,1,0,0
16342,First Peoples: A Documentary Survey of American Indian History,2556680,2007.0,141,,4.07,0,0,0,0,0,0,1,0,0
16344,Makers: The New Industrial Revolution,13414678,2012.0,2661,,3.91,1,0,0,0,0,0,1,0,0
16346,The Age of Consent: A Manifesto for a New World Order,340291,2010.0,300,eng,3.74,0,1,0,0,0,0,1,0,0
16364,Bacardi and the Long Fight for Cuba: The Biography of a Cause,3216410,,530,en-US,3.98,0,1,0,0,0,0,1,0,0
16380,"The Travels of A T-Shirt in the Global Economy: An Economist Examines the Markets, Power, and Politics of World Trade",6373962,2009.0,255,,3.64,1,1,0,0,0,0,0,0,0
16398,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",13374868,2012.0,118,,4.31,0,0,0,0,0,0,1,0,0
16413,Scott and Amundsen,338824,,140,eng,4.29,0,0,0,0,0,0,1,0,0
16416,Shirley Jackson: A Rather Haunted Life,28789677,2016.0,838,eng,4.23,0,0,0,0,0,0,1,0,0
16435,Miss D and Me: Life with the Invincible Bette Davis,33784364,2017.0,138,,4.32,0,0,0,0,0,0,1,0,0
16437,Kundalini: The Evolutionary Energy in Man,91210,1997.0,235,,3.97,0,0,0,0,0,0,0,1,0
16440,"Leonora Carrington: Surrealism, Alchemy and Art",225313,2004.0,551,,4.33,0,0,0,0,0,0,1,0,0
16442,A Company of Heroes: Personal Memories about the Real Band of Brothers and the Legacy They Left Us,7246482,2010.0,305,,4.26,0,0,0,0,0,0,1,0,0
16443,Roberto Clemente: Pride of the Pittsburgh Pirates,136324,2005.0,128,,4.18,0,0,0,0,0,0,1,0,0
16445,"344 Questions: The Creative Person's Do-It-Yourself Guide to Insight, Survival, and Artistic Fulfillment",11618127,,389,,3.69,0,0,0,0,0,0,0,1,0
16462,Another Turn of the Crank,270731,1996.0,283,,4.17,0,0,0,0,0,0,0,1,0
16469,"How to Sit (Mindfulness Essentials, #1)",18342486,2014.0,758,,4.3,0,0,0,0,0,0,0,1,0
16502,A Brave Vessel: The True Tale of the Castaways Who Rescued Jamestown and Inspired Shakespeare's The Tempest,5612000,,212,en-US,3.44,0,0,0,0,0,0,1,0,0
16505,A Bold Fresh Piece of Humanity,3255666,,4320,en-US,3.92,0,1,0,0,0,0,1,0,0
16506,Robert's Rules of Order,778639,,595,en-US,3.83,0,1,0,0,0,0,1,0,0
16515,Barack and Michelle: Portrait of an American Marriage,6582564,2009.0,255,,3.8,0,0,0,0,0,0,1,0,0
16524,Crimes Against Liberty: An Indictment of President Barack Obama,8595716,,587,,4.08,0,1,0,0,0,0,1,0,0
16539,Critical Theory Today: A User-Friendly Guide,269131,2006.0,713,en-US,3.99,0,0,0,0,0,0,0,1,1
16540,"A Quaker Book of Wisdom: Life Lessons In Simplicity, Service, And Common Sense",269136,1999.0,385,,4.02,0,0,0,1,0,0,0,1,0
16550,Más Platón y menos Prozac,63253,2000.0,121,,3.37,0,0,0,0,0,0,0,1,0
16556,The New Wild: Why Invasive Species Will Be Nature's Salvation,22716462,2015.0,187,,3.99,0,0,0,0,0,0,1,0,0
16558,"America's Bitter Pill: Money, Politics, Back-Room Deals, and the Fight to Fix Our Broken Healthcare System",22716469,2015.0,1430,,4.0,0,1,0,0,0,0,1,0,0
16564,The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,209955,1999.0,547,,4.09,1,0,0,0,0,0,0,0,0
16566,The Warren Buffett Way: Investment Strategies of the World's Greatest Investor,209956,1997.0,7666,,4.08,1,0,0,0,0,0,0,0,0
16611,The Real Scandal of the Evangelical Mind,10359593,,163,en-US,4.05,0,0,0,0,0,0,1,0,0
16625,"Thick Face, Black Heart: The Warrior Philosophy for Conquering the Challenges of Business and Life",386494,1994.0,110,,4.02,0,0,0,0,0,0,0,1,0
16629,Hit Makers: The Science of Popularity in an Age of Distraction,30901608,2017.0,938,,4.03,1,0,1,0,0,0,0,0,0
16631,"Fat Chance: Beating the Odds Against Sugar, Processed Food, Obesity, and Disease",18868619,,411,,4.13,0,1,0,0,0,0,0,0,0
16669,The Juvenilization of American Christianity,13127558,2012.0,134,,3.58,0,0,1,0,0,0,1,0,0
16678,"DIY U: Edupunks, Edupreneurs, and the Coming Transformation of Higher Education",7527740,2010.0,483,eng,3.63,0,1,0,0,0,0,1,0,0
16680,Farm City: The Education of an Urban Farmer,7765014,2010.0,333,,3.97,0,1,1,0,0,0,0,0,0
16708,One Beetle Too Many: The Extraordinary Adventures of Charles Darwin,3999038,2009.0,194,en-GB,3.97,0,0,0,0,0,0,1,0,0
16711,How to Win Friends & Influence People,875983,1998.0,3006,en-CA,4.14,0,0,1,0,0,0,0,1,0
16727,Black Dahlia Avenger,990064,,186,eng,3.66,0,0,0,0,0,0,1,0,0
16758,Do What You Are: Discover the Perfect Career for You Through the Secrets of Personality Type,49055,2007.0,339,,3.86,0,0,0,0,0,0,0,1,1
16759,Do What You Are : Discover the Perfect Career for You Through the Secrets of Personality Type,49051,,2752,,3.86,0,0,0,0,0,0,0,1,1
16772,Glorious Misadventures: Nikolai Rezanov and the Dream of a Russian America,17286996,2013.0,123,eng,3.85,0,0,0,0,0,0,1,0,0
16850,"The Coyote's Bicycle: The Untold Story of 7,000 Bicycles and the Rise of a Borderland Empire",25690420,2016.0,114,,3.97,0,0,1,0,0,0,1,0,0
16853,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,1257597,2010.0,118,eng,4.24,0,0,0,0,0,0,1,1,0
16854,The Pleasure Of Finding Things Out: The Best Short Works Of Richard Feynman,1257594,1999.0,126,,4.24,0,0,0,0,0,0,1,1,0
16855,The Pleasure Of Finding Things Out: The Best Short Works Of Richard P. Feynman,1257595,2000.0,120,,4.24,0,0,0,0,0,0,1,1,0
16865,Sew Retro: 25 Vintage-Inspired Projects for the Modern Girl & A Stylish History of the Sewing Revolution,7852604,2010.0,139,,3.79,0,0,0,0,0,0,1,0,0
16895,The Road to Camelot: Inside JFK’s Five-Year Campaign,30753788,2017.0,103,,4.04,0,1,0,0,0,0,1,0,0
16914,"Stalin: Volume I: Paradoxes of Power, 1878-1928",20821221,2014.0,513,,4.24,0,1,0,0,0,0,1,0,0
16934,Shoe Dog,31215359,,214,,4.44,0,0,0,0,0,0,1,0,0
16939,"Russian Criminal Tattoo Encyclopaedia, Volume 1",6794886,2009.0,191,eng,4.29,0,0,0,0,0,0,1,0,0
16940,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love",12373892,,359,,4.22,0,0,0,0,0,0,1,0,0
16949,When Species Meet,971320,2007.0,306,eng,3.93,0,0,0,0,0,0,0,1,1
16951,A Primer of Jungian Psychology,585716,1999.0,251,en-US,3.82,0,0,0,0,0,0,1,1,0
16955,On War,164051,,154,,3.96,0,0,0,0,0,0,1,1,0
16972,The 7 Habits of Highly Effective People,44657,2004.0,185,eng,4.05,0,0,0,0,0,0,0,1,0
17027,Alex Ferguson: My Autobiography,19660732,,135,eng,3.82,0,0,0,0,0,0,1,0,0
17043,Pharmako/Gnosis: Plant Teachers and the Poison Path,552699,2005.0,231,,4.59,0,0,0,0,0,0,1,1,0
17053,The Viking's Defiant Bride (Victorious Vikings #1),6121923,2009.0,315,eng,3.55,0,0,0,0,0,0,1,0,0
17100,"Aporias: dying—awaiting (one another at) the \limits of truth\""""",229208,1993.0,204,eng,4.07,0,0,0,0,0,0,0,1,1
17119,Inventing the Victorians,832778,2002.0,234,en-US,3.77,0,0,0,0,0,0,1,0,0
17127,Incognito: The Secret Lives of the Brain,11394595,,132,,3.99,0,0,1,0,0,0,0,1,0
17139,A Chosen Exile: A History of Racial Passing in America,19571766,2014.0,209,eng,3.87,0,0,0,0,0,0,1,0,0
17172,The Society of the Spectacle,381440,1995.0,9479,eng,4.04,0,1,0,0,0,0,0,1,0
17177,"Toy Monster: The Big, Bad World of Mattel",5518747,2009.0,137,,3.21,0,0,0,0,0,0,1,0,0
17198,I Can Hear You Whisper: An Intimate Journey through the Science of Sound and Language,18114084,2014.0,149,,4.01,0,0,1,0,0,0,1,0,0
17203,The Death of Rhythm and Blues,265062,,141,eng,4.02,0,0,0,0,0,0,1,0,0
17210,History of Photography: From 1839 to the Present,1213775,1982.0,330,,4.16,0,0,0,0,0,0,1,0,0
17213,Women Food and God: An Unexpected Path to Almost Everything,9750369,,258,en-US,3.63,0,0,0,0,0,0,0,1,0
